code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500.1,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial,AIRDIST,AVELF,BRIT,BUDDHA,CIV72,CONFUC,DENS60,DENS65C,DENS65I,DPOP6090,EAST,ECORG,ENGFRAC,FERTLDC1,GDE1,GDPCH60L,GEEREC1,GGCFD3,GOVNOM1,GOVSH61,GVR61,H60,HERF00,HINDU00,IPRICE1,LAAM,LIFE060,LT100CR,MALFAL66,MINING,NEWSTATE,OIL,OPENDEC1,ORTH00,OTHFRAC,P60,PI6090,POP1560,POP60,POP6560,PRIEXP70,PRIGHTS,RERD,REVCOUP,SCOUT,SIZE60,SOCIALIST,SPAIN,SQPI6090,TOT1DEC1,TOTIND,TROPPOP,WARTIME,WARTORN,YRSOPEN,ZTROPICS
PRK,,0.0,0.0,0.0,0.0,,,,0.0,69.7366,70.2032,1038.77,,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,0.0,106.784454,0.66,0.6929136,0.69295454,0.7024879,0.7025142,0.9126586,11.408232,18.253172,18.253172,109893.22,1373665.1,2197864.5,0.0,0.0,6.21915,0.5260107,0.4640691,0.0,82.878586,0.2287,120410.0,40.0,127.0,25996.52,0.24439424,8.411833,8.418808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,14410391.0,25778815.0,,,,,,,,,0.0116999853409953,,16.483460101542352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,47.267624,0.0,0.0,0.0,0.0,47.3,6.8,1.6,0.0,92.9028,104.739,162.932,27.836266,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,30.0,,,0.0,138.77466,0.44,0.7218809,0.7219085,,,5.464481,6.557377,13.661202,13.661202,500000.0,600000.0,1250000.0,0.0,1.0,15.261314,0.35467842,0.2219436,0.0,74.45222,0.36876,91500.0,39.5,-8.0,17998.05,0.44474465,8.779557,8.779643,0.0,1.0,0.0,0.0,0.0,1.1,94.1,0.0,4.8,8680431.0,10305564.0,8759.96732014665,22769.6819060936,28.0652022282216,19.149010519537494,76040291884.7879,234654414142.89,24.685598462749805,0.0192884182926573,0.0034381521674728,9.077947453346612,15.976581739781675,1750,0.0025,0.0,0.0,0.166666672,0,10.4181,141.8488,33.13247,0.00599058,0.0,4,0,1.043451905,0.061999999,7.533158807,0.0138,0.09,0.15,0.13,0.052200001,0.04,0.998002,0,62.74,0.0,63.7,0.69,0,0.03,0.0,0.0,0.5825,0.0,1,1,12.28177172,0.291399986,8826,0.0798776,0.361,2.22,92,0.28,0,16.618616,0,0.0,150.8419165,-0.0093,0.448275862,0,0,0,0.78,0
PRY,16.111115,0.0,0.0,0.0,0.071428575,68.0,10.5,2.0,0.5700223,171.161,961.766,171.161,14.727553,-8.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,78.1,4.35799,,0.0,0.0,1.0,2.0,103.0,39.2,69.61,0.0001715,215.40868,0.52,0.5793399,0.65879625,0.5685799,0.6447296,,0.25169897,0.50339794,0.50339794,,100000.0,200000.0,0.0,1.0,23.497328,0.17392243,0.091198966,0.2626645,96.252495,0.29182,397300.0,23.0,-57.996387,28486.41,0.03135587,8.294049,8.6497965,0.0,0.0,0.0,0.0,1.0,1.9,96.0,0.0,2.1,2474757.0,7132530.0,1726.8991221861,5162.95915101487,14.7275129803393,19.1897408831821,4273655690.9239,36824961033.3881,20.439253061333503,0.0221452962045278,0.0213961603448704,7.454082664272758,14.721652767346596,7580,0.41111111,0.0,0.0,0.166666672,0,223.9572,0,5.162346,0.02977306,0.0,3,0,1.793923736,0.017000001,7.070724107,0.0138,0.01,0.09,0.15,0.118199999,0.02,0.934312,0,92.6,1.0,63.9,0.32,0.034,0,0.0,0.0,0.2995,0.0,0.036,0.98,11.72571792,0.460599989,1774,0.0326945,0.911,4.94,141,0.08,0,14.55171627,0,1.0,137.4924608,-0.028768204,0.234482759,0.5,0,0,0.13,0.1502231
QAT,,,,,0.0,5.8724575,13.356381,10.587845,0.0,14.1758,14.2179,2060.64,,,,0.0,0.0,7630000.0,0.0,0.0,0.0,0.0,,,,,,,,,40.0,,,0.0,224.21544,0.003,0.7401268,0.74287784,0.7378256,0.7448553,,0.88393885,0.88393885,0.88393885,,9723.327,9723.327,0.0,1.0,26.954592,0.0439043,0.02079302,0.0,6.008883,0.0,11000.0,25.5,51.25,180.4,0.02599742,8.922658,9.002597,0.0,0.0,1.0,0.0,0.0,0.9,1.2,92.4,5.5,109521.0,2881060.0,,59923.95965775581,,,,172644523211.574,34.42736288388622,,0.0675816443103094,,11.60387159067302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,0.0,0.0,0.0,0.0,0.037037037,60.566536,28.034878,3.401691,0.0,110.138,389.885,111.125,,-7.0,-7.0,0.0,0.0,68000.0,0.0,0.0,0.0,0.0,,,,,,,,,72.0,,,0.0,96.34664,0.64,0.74298805,0.7429342,0.7319389,0.73193485,3.482652,3.482652,8.70663,8.70663,800000.0,800000.0,1999999.9,0.0,0.0,9.506096,0.32426962,0.3355406,0.0,51.000156,0.22235,229710.0,46.0,25.0,93813.56,0.13585009,8.922658,8.92443,0.0,1.0,0.0,0.0,0.0,5.8,4.9,1.2,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,0.0,0.0,0.0,0.0,0.037037037,47.671677,38.401115,6.5478907,0.0,2385.58,2325.4,3227.86,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,112.0,,,0.0,43.582577,0.09,0.7331309,0.73332053,0.7391281,0.7389801,0.12819465,0.2502848,0.74474984,0.74474984,2100000.0,4100000.2,12200000.0,0.0,0.0,-6.19696,0.32648116,0.3712135,0.0,36.379436,0.81199,16381340.0,60.0,100.0,1243343.8,0.09803154,8.517193,8.52932,0.0,1.0,0.0,0.0,0.0,0.0,1.4,11.3,87.3,130404000.0,144104080.0,,11786.6213075834,,23.9879493606627,,1726662088420.88,23.709827620105784,,0.0019999671198382,,18.68614788183299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,0.0,0.0,0.0,0.0,0.032258064,13.746907,1.0346279,0.17586029,1.0,1057.96,1057.96,1906.86,7.0486584,-5.0,-5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,280.0,5.634789,,,1.0,0.0,1.0,52.0,,,1.0,277.15332,0.47,0.76258564,0.7625331,0.7650095,0.7649309,,11.916584,24.826216,24.826216,,293982.12,612462.75,0.0,1.0,19.053009,1.6256166,0.2136996,0.7714808,104.67065,0.14682,24670.0,2.0,30.0,8999.616,0.2967278,7.824046,7.8399196,1.0,0.0,0.0,0.0,0.0,11.6,55.6,8.6,24.2,3757351.0,12952209.0,355.808364472733,849.035103820977,7.048658288804231,24.5261445301891,1336896914.05999,10996880113.026,14.72322006332358,0.0175463244129296,0.0250598932254255,5.874392283872585,15.139224745797742,6460,0.06086207,0.0,0.0,0.166666672,0,8.9971,0,129.0231,0.03223426,0.0,1,0,2.051813364,0.026000001,6.285998095,0.025599999,0,0.11,0.2,0.1484,0,0.996008,0,172.36,0.0,46.5,0,1,0,2.0,0.0,0.285,0.0,0,0.49,8.726076099,0.445100009,2742,0.0237053,0.992,6.33,165,0.14,0,14.20244095,0,0.0,76.14440408,-0.030318633,0.172413793,1,0,0,0,0
SAU,33.333332,0.0,0.0,0.0,0.0,27.382345,12.161485,6.1133046,0.48564333,341.327,341.353,1361.73,16.780977,-10.0,-10.0,0.0,0.0,15700000.0,0.0,0.0,0.0,0.0,,,,,,,,,22.0,,,0.0931783,241.03246,0.00473,0.7433225,0.7428897,0.7441959,0.7444602,0.46518335,0.9303667,0.9303667,0.9303667,930366.7,1860733.4,1860733.4,1.0,0.0,25.080618,0.5882986,0.3737256,0.0,8.414915,0.37324,2000000.0,25.0,45.0,33400.0,0.08000441,8.935904,8.9355,0.0,0.0,1.0,0.0,0.0,0.1,0.1,98.8,1.0,5836388.0,34813867.0,22133.9120123861,19390.0189343094,22.3968199358353,26.3930185290155,129182098462.146,675041540306.531,23.72061421766994,-0.0026435489912671,0.0363636268699945,10.004866191592564,15.579622670307934,4700,.,0.0,0.0,0.166666672,0,527.5313,4.853882,1.857222,0.04195169,0.0,3,0,1.98471868,0.055,8.264620829,0.0305,0.04,0.07,0.07,0.01,0,1,0,203.72,0.0,44.7,0.13,0.27666,0.22,1.0,1.0,0.899,0.0,0.98699999,0.12,4.361005772,0.433099985,4075,0.033374202,0.999,6.06,.,0.12,1,16.57724686,0,0.0,19.01837134,0.138629436,0.089655172,0.37265,0,0,0.45,0
SDN,,0.0,0.0,0.0,0.032258064,13.337848,1.5597409,0.5777595,1.0,962.166,1004.52,1260.65,,-88.0,-2.0,0.0,1.0,10900.0,0.0,0.0,0.0,0.0,88.2,88.2,4.479607,,0.02323,8.0,0.0,1.0,143.0,70.9,54.97,0.9802403,280.0155,0.22,0.7668201,0.76517206,0.77313924,0.7703605,0.84175086,1.2626263,1.6835017,1.6835017,2000000.0,3000000.0,4000000.0,1.0,0.0,26.799198,0.54336077,0.21885361,0.2189206,37.28664,0.66939,2376000.0,15.0,30.0,162280.8,0.06401037,8.517193,8.4907675,1.0,0.0,0.0,0.0,0.0,0.1,4.4,73.0,22.5,10281695.0,43849269.0,794.908492560512,1939.93305151612,,5.786535234504679,10950425690.4168,85064646217.9212,16.994296369461143,0.0180037835299708,0.0294326841064314,6.678227004331924,16.145875687668024,4730,0.51218001,1.0,0.0,0.166666672,0,212.8079,4.765792,5.211964,0.02751821,0.0,4,0,1.899117947,0.018999999,6.549895019,0.0176,0,.,.,0.268699999,0,0.5288,0,.,0.0,38.8,0,0.89,0,2.0,0.0,0.323,0.0,0.51999998,0.25,17.36435176,0.442499995,11165,0.0294671,0.999,5.39,163,0.68,0,15.87043418,0,0.0,301.5207121,0.025131442,0.082758621,0.9796,0.08,1,0.15,0.3102262
SEN,42.857143,0.0,0.0,0.0,0.032258064,40.729053,1.6512977,0.49840727,1.0,107.65,236.727,114.307,13.992467,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,164.66,164.66,5.103883000000001,1.0,0.2447619999999999,3.0,0.0,1.0,166.0,63.2,52.32,1.0,259.73373,0.28,0.7280347,0.7281674,0.70695865,0.70729315,1.1814605,2.7567413,4.3320217,4.3320217,227466.6,530755.4,834044.1,0.0,1.0,28.035494,0.06367182,0.08275009,0.2727703,61.812756,0.41605,192530.0,14.0,-14.0,23546.418,0.02695482,8.006368,8.037867,1.0,0.0,0.0,0.0,0.0,0.1,5.6,91.0,3.3,4257508.0,16743930.0,1207.3202275507902,1500.23892447591,9.543292316037949,32.2634678986006,5140175527.3593,25119895534.6999,17.59634763175476,0.0043538739441315,0.0277655078809524,7.096158494567897,15.264194570554208,4757,0.77886822,0.0,0.0,0.166666672,0,60.411,47.15005,9.656407,0.02780182,0.0,4,0,1.867021561,0.011,6.953684211,0.0187,0.02,0.21,0.28,0.2543,0,0.569848,0,100.48,0.0,39.6,0.59,1,0,2.0,0.0,0.593,0.0,0.001,0.27,5.909434506,0.426600009,3187,0.030122399,0.811,4.33,146,0.04,0,15.02051953,0,0.0,34.92141618,0.035020247,0.234482759,0.4321,0,0,0,0.8486041
SER,,0.0,,,0.037037037,56.9,15.3,3.9,0.0,78.9691,297.913,85.3824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.7,17.7,2.873565,,1.0,8.0,0.0,1.0,1.0,4.9,77.1,0.0,265.11182,,0.688096,0.69828105,,,0.30374825,0.6074965,1.214993,1.214993,203.51132,407.02264,814.0453,1.0,0.0,26.862743,0.03314165,,,206.82697,,670.0,1.3666667,103.8,9.983,0.042525,8.411833,9.010364,0.0,0.0,1.0,0.0,0.0,2.6,4.7,17.4,75.3,2074507.0,5685807.0,6786.93537668064,56349.02942372941,38.17631350671,22.6192981008787,14079544947.4716,320389705940.647,31.05695361207484,0.0432400577861709,0.0203696776373432,8.822754775025988,14.545234093056427,5300,0.3215287,1.0,0.460000008,0.333333343,0.150000006,0.3733,3081.967,0,0.01685737,1.0,4,0.09,1.232560277,0.003,7.413367336,0.033399999,0.05,0.12,0.08,0.043600001,0.06,0.328758,0.075,86.98,0.0,63.7,1,0,0,2.0,0.0,2.461,0.0,0.713,1,3.425439618,0.432200015,1634,0.020807801,0.695,4.5,87,0,1,14.81215361,0,0.0,11.73363658,0.019400001,0.144827586,0,0,0,1,1
SIN,39.285713,0.0,0.0,0.0,0.0,29.6,20.9,2.0,,,,,38.206264,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,0.0,,,,0.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.68158,,0.64756,,,,0.71428573,1.2755102,1.5306122,1.5306122,19992.857,35701.53,42841.836,1.0,0.0,26.173391,0.1679439,,,283.9998,,27990.0,8.0,159.0,179.136,0.31889015,,,0.0,0.0,0.0,1.0,0.0,39.8,19.1,0.0,41.1,160240.0,686878.0,,1632.48457397859,,8.54720979514952,,1121317739.2052698,9.731498996506444,,0.0295375079854947,,11.9844279703397,.,.,1.0,0.0,0.833333313,0,.,.,.,.,1.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,2.0,0.0,.,0.0,.,.,9.685,.,.,.,0.965,.,.,.,.,.,.,0.0,93.799225,.,0.096551724,.,.,.,.,.
SLE,0.0,0.0,0.0,0.0,0.6,3.982632,2.3651395,0.2849077,1.0,127.327,131.097,226.005,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,483.0,483.0,6.180016999999999,1.0,0.466186,,,,140.0,170.0,37.24,1.0,251.26547,0.35,0.731223,0.7327402,0.71083665,0.7131122,1.1814605,2.7567413,4.3320217,4.3320217,84616.2,197437.81,310259.4,1.0,0.0,25.884388,0.2140433,0.16666679,1.0,228.35106,0.25473,71620.0,8.5,-11.5,4898.808,0.08855596,8.0864105,8.071814,1.0,0.0,0.0,0.0,0.0,4.8,2.2,39.4,53.6,2744890.0,7976985.0,476.557200501064,468.493426055996,,9.59337555693949,1308097094.08337,3737165032.2472897,12.384686226311295,-0.0003412555437057,0.0215656387025351,6.166587758913939,14.825251559263084,5080,0.8129566,1.0,0.0,0.333333343,0,31.9589,41.31525,27.45249,0.02026958,0.0,5,0,1.863149524,0.007,.,0.0244,0,.,.,0.2333,0,0.742798,0,.,0.0,31.5,0.49,1,0.06,2.0,0.0,0.625,0.0,0,0.23,22.14643639,0.401800007,2241,0.0307898,0.374,5.22,201,0.38,1,.,0,0.0,490.4646446,-0.014165051,0.227586207,0.4978,0,0,0,0.8135281
SLV,10.714286,0.0,0.0,0.0,0.071428575,37.9,6.0,1.9,1.0,44.2959,44.675,1567.77,13.247184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.1,78.1,4.35799,,1.0,,,3.0,113.0,32.0,69.13,0.0,273.65048,0.88,0.62063915,0.67314523,0.6300647,0.66926605,0.58738303,1.1747661,1.5663548,1.5663548,12170.576,24341.152,32454.871,0.0,1.0,24.443773,0.54410475,0.2323567,0.980464,137.32083,0.04631,20720.0,13.833333,-88.916664,6400.4077,0.328021,8.006368,8.536996,0.0,0.0,0.0,0.0,1.0,2.4,96.2,0.0,1.4,3673066.0,6486201.0,2554.18438196288,3279.49651626714,13.2471842672033,17.9062061665541,9381687811.11888,21271473583.3084,16.761109624705412,0.0050116557663699,0.0114379237285195,7.845488227394215,15.116537293603065,3350,0.05142857,0.0,0.0,0.666666687,0,8.0623,145.0772,0,0.02234435,0.0,3,0,1.848454833,0.012,7.263329617,0.022399999,0.01,0.12,0.17,0.134600001,0.01,0.9608,0,87.74,1.0,50.8,1,0.00194,0,0.0,0.0,0.567,0.0,0.92299998,0.8,9.402941695,0.451,2570,0.0256809,0.713,3.28,132,0.56,0,15.1149908,0,1.0,88.41531252,-0.010536052,0.04137931,0.012,0.36,1,0.4,0.0472396
SOM,,0.0,0.0,0.0,0.6,,,,1.0,117.899,118.176,2512.82,11.73501,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,7.0,0.0,1.0,,,,1.0,293.564,0.02,0.76622474,0.7659344,0.7711053,0.7707585,0.30744636,0.6148927,1.2297854,1.2297854,192873.4,385746.8,771493.6,1.0,0.0,26.834179,0.3847731,0.3770228,0.0,23.88896,0.66959,627340.0,10.0,48.0,10413.844,0.11762575,8.160519,8.173322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.2,3444569.0,15893219.0,,,11.7350098525194,,,,19.858198046144064,,0.0310543042154425,,15.05230934574972,6700,0.07911601,1.0,0.0,0.166666672,0,213.7445,8.200823,5.587812,0.03167766,0.0,1,0,1.902256727,.,7.005789019,0.0071,0.01,0.1,0.08,0.145400001,0,0.998002,0,60.31,0.0,36.1,0.44,1,0,2.0,0.0,0.344,0.0,0,0.09,23.3,0.416,2935,0.0293015,0.938,7,176,0.28,0,14.99025175,0,0.0,542.89,-0.052806746,0.096551724,0.4658,1,1,0,0.5610647
STP,,,,,0.03125,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,160.0,,,,243.96054,,0.7464977,,,,0.19119325,0.764773,1.529546,1.529546,183.54552,734.18207,1468.3641,0.0,1.0,24.416666,0.2705,,,188.85104,,960.0,1.0,7.0,60.0,0.897875,,,1.0,0.0,0.0,0.0,0.0,2.2,92.4,0.0,5.4,74570.0,219161.0,,1315.66493040437,,,,288342441.81235296,,,0.0217954926918135,,11.21949356053784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,,,,,0.8888889,,,,1.0,196.855,196.817,656.596,21.343313,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,32.18,3.471345,,,,,1.0,164.0,,,0.1893433,262.3379,0.34,0.5997368,,0.575277,,,,0.22891153,0.22891153,,,35710.2,0.0,1.0,26.220655,0.17906782,0.1397607,1.0,191.9171,0.40029,156000.0,4.0,-56.0,577.2,0.05290149,8.188689,,0.0,0.0,0.0,0.0,1.0,36.6,36.0,13.0,14.4,367926.0,586634.0,5522.395969479489,7068.262414600259,,,2031833059.46671,4146483053.32661,40.46136706117074,0.004948259646504,0.0093740494429337,8.616567097539566,12.815637109973853,.,0.75,0.0,0.0,0.833333313,0,562.069,.,.,0.01208526,0.0,3,0,1.723659039,.,7.592366129,0.052999999,.,0.343,0.219,.,.,0.21281,0.264,213.19,1.0,61.39999208,.,.,0.03,2.0,0.0,1.0875,0.0,0.015,1,8.513709872,0.475600004,290,0.041379299,0.94,4.06,126,0.57,0,13.26224705,.,0.0,72.48325578,0.00210534,0.179310345,.,0,0,0.17,.
SVK,0.0,0.0,0.0,0.0,0.037037037,57.2,38.2,4.1,0.0,77.4823,577.929,77.4823,,,,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,46.0,,,0.0,82.97902,0.58,0.7370858,0.73731935,0.72589207,0.7261204,7.9776626,9.972078,23.932987,23.932987,383725.56,479656.97,1151176.6,0.0,0.0,8.206806,0.3775574,0.2493203,0.0,59.16568,0.21223,48100.0,48.666668,19.5,,0.14559259,8.779557,8.796543,0.0,1.0,0.0,0.0,0.0,8.4,74.0,0.0,17.6,4538223.0,5458827.0,,19988.0460827906,,18.8750936127872,,109111285633.981,25.969379397532613,,0.0037007992243431,,15.328046083705134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,0.0,0.0,0.0,0.0,0.037037037,42.9,40.45,3.95,0.0,37.6239,112.123,41.1671,,,,0.0,0.0,,,,,,,,,,,,,,35.0,,,0.0,95.57228,0.52,0.73659575,0.73671615,0.7233695,0.7235265,5.8895125,6.871098,8.83427,8.83427,118614.78,138383.92,177922.19,0.0,0.0,9.095056,0.51050806,0.2692329,0.0,109.09235,0.21786,20140.0,46.116665,15.166667,1730.026,0.255422,8.853665,8.854165,0.0,1.0,0.0,0.0,0.0,0.0,71.4,1.5,27.1,1724891.0,2100126.0,,25759.220843519302,,20.5928791406425,,54097609433.2169,24.59627084261766,,0.0039444285189798,,14.36067441804533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,48.794365,1.0,1.0,1.0,0.95454544,61.683006,29.60258,7.445623,0.0,160.269,210.719,650.845,27.25863,10.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,0.0,,,,,13.0,,,0.0,42.977497,0.08,0.7299532,0.72981954,0.7253487,0.7253687,0.48741257,0.97482514,1.9496503,1.9496503,200000.0,400000.0,800000.0,0.0,0.0,2.0572424,0.29876053,0.2417014,0.0,52.323555,0.85102,410330.0,62.0,15.0,27040.748,0.08268064,8.612503,8.605112,0.0,1.0,0.0,0.0,0.0,68.4,1.4,0.1,30.1,8042801.0,10353442.0,26656.7793308144,56068.2564629485,33.5434830002149,24.518307690536695,214395171458.654,580499441330.2621,26.33635863416159,0.0149816426138704,0.0050636093404055,10.190798781139367,15.90028796356843,1200,0.06503676,0.0,0.0,1,0,55.0294,43.88341,7.955152,0.00382769,0.0,4,0,0.726098299,0.041000001,8.93485034,0.041200001,0.05,0.2,0.18,0.096799998,0.09,0.976266,0,91.25,0.0,73.2,0.3,0,0,0.0,0.0,0.4725,0.0,0,0.96,6.698610447,0.219899997,7480,0.119652398,0.251,1.06,142,0,0,17.85483841,0,0.0,44.87138193,0.003372483,0.572413793,0,0,0,0.78,0
SWZ,,0.0,0.0,0.0,0.032258064,28.470304,7.3780727,0.9372082,0.0,110.12,110.12,275.728,,0.0,0.0,1.0,1.0,,,,,,,,,,,3.0,0.0,1.0,123.0,,,0.1037715,203.8641,0.43,0.7439904,0.7438199,0.7405107,0.72726583,0.07923805,0.23771414,0.47542828,0.47542828,1362.8944,4088.6833,8177.3667,1.0,0.0,19.729048,0.6785098,0.3584052,0.0386905,67.87273,0.12156,17200.0,26.5,31.5,1780.2001,0.15559706,7.3132205,7.383741,1.0,0.0,0.0,0.0,0.0,33.9,10.8,0.1,55.2,431251.0,1160164.0,1225.81925713519,4690.15765574473,23.112234706616697,,528635780.45880896,5441352066.51943,21.49195535295407,0.0272004950635895,0.0199896980810987,7.111364680779098,12.974445566165596,.,0,1.0,0.0,0.833333313,0,52.1472,.,.,0.02921291,0.0,5,0,1.871802211,0,7.129297549,0.0184,.,0.269,0.347,0.3286,0,0.982162,0,84.38,0.0,40.4,.,.,0.01,2.0,0.0,1.293,0.0,0,0.58,8.687344007,0.432399988,326,0.0276074,.,5.33,140,0.05,0,12.91619493,0,0.0,75.4699459,-0.0162,0.213793103,.,0,0,0.35,.
SYC,,,,,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9301,,0.7206827,,,,,,,,,,,0.0,1.0,26.208334,0.179,,,188.075,,460.0,4.5833335,55.666668,9.982,0.716,,,1.0,0.0,0.0,0.0,0.0,1.1,89.3,0.3,9.3,53600.0,98462.0,3511.84863290674,12598.787196378702,,30.0673269727106,188235086.723801,1240501784.92984,30.994459421534465,0.0258783368035404,0.0122366955260659,8.16389785385657,10.889304347058893,.,0,1.0,0.0,0.833333313,0,.,.,.,.,0.0,1,0.03,.,.,7.137278437,.,.,0.172,0.214,.,.,0.714754,0.02,144.26,0.0,.,.,.,0,2.0,0.0,0.776,0.0,0.018,.,.,.,.,.,0.995,4.92,.,0.57,.,.,.,0.0,.,.,0.131034483,.,.,.,0.07,.
SYR,40.87139,0.0,0.0,0.0,0.0,25.9,4.3,1.3,0.0,301.359,300.673,924.641,14.793765,-9.0,-9.0,0.0,0.0,123000.0,0.0,0.0,0.0,0.0,,,,,,,,,144.0,,,0.188119,170.13806,0.17,0.75108564,0.7506532,0.75489146,0.7542501,11.597341,7.73156,7.73156,7.73156,2131359.2,1420906.1,1420906.1,0.0,1.0,17.812859,0.5573679,0.2471731,0.0,31.915945,0.66503,183780.0,35.0,38.0,45412.035,0.18366237,9.2591305,9.246962,0.0,0.0,1.0,0.0,0.0,0.2,1.3,89.6,8.9,6350544.0,17500657.0,,,14.7937651932925,,,,20.93403135218843,,0.0204808715428994,,15.66405103649081,3290,0.09479197,0.0,0.0,0,0,40.2938,62.65871,23.97632,0.0334147,0.0,1,0,2.041869402,0.075000003,7.362010551,0.030400001,0.09,0.15,0.1,0.01,0.04,0.704255,0,43.68,0.0,50,0.14,0.0644,0.08,2.0,0.0,0.4095,0.081,0.79799998,0.65,10.45873036,0.444099993,4561,0.037930299,0.906,5.83,78,0.85,0,15.78730773,1,0.0,109.3850408,0.029546425,0.317241379,0,0.08,1,0.33,0
TAW,0.0,0.0,,0.0,0.0,43.503025,18.32576,4.7169676,0.4370258,27.1171,27.0496,652.826,,-8.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
