code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500.1,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial,AIRDIST,AVELF,BRIT,BUDDHA,CIV72,CONFUC,DENS60,DENS65C,DENS65I,DPOP6090,EAST,ECORG,ENGFRAC,FERTLDC1,GDE1,GDPCH60L,GEEREC1,GGCFD3,GOVNOM1,GOVSH61,GVR61,H60,HERF00,HINDU00,IPRICE1,LAAM,LIFE060,LT100CR,MALFAL66,MINING,NEWSTATE,OIL,OPENDEC1,ORTH00,OTHFRAC,P60,PI6090,POP1560,POP60,POP6560,PRIEXP70,PRIGHTS,RERD,REVCOUP,SCOUT,SIZE60,SOCIALIST,SPAIN,SQPI6090,TOT1DEC1,TOTIND,TROPPOP,WARTIME,WARTORN,YRSOPEN,ZTROPICS
KEN,14.246957,0.0,0.0,0.0,0.032258064,20.5,3.1,0.5,1.0,434.265,434.531,2497.85,24.396675,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,4.976734,1.0,0.082504,5.0,0.0,1.0,121.0,65.5,52.04,0.8448352,291.51532,0.24,0.765496,0.7651619,0.7710726,0.7702029,0.17570369,1.4056295,2.6355555,2.6355555,100000.0,800000.0,1500000.0,1.0,0.0,24.445189,0.79257125,0.6139126,0.4907439,62.469723,0.54907,569140.0,1.0,38.0,45018.973,0.17643383,8.160519,8.186882,1.0,0.0,0.0,0.0,0.0,19.3,26.4,6.0,48.3,11301394.0,53771300.0,598.457426165572,1206.22156699649,24.3966751650194,15.6662050901405,6763403165.32304,64860101745.4384,20.167273979987364,0.0141165646665952,0.0316879793294901,6.39435538824159,16.24043663890586,6650,0.82696485,1.0,0.0,0.5,0,68.3077,13.07549,17.49389,0.03565365,0.0,5,0,2.079441547,0.003,6.490723535,0.0361,0.04,0.16,0.15,0.1119,0,0.920864,0.005,55.74,0.0,45,0.08,0.98,0,2.0,0.0,0.606,0.0,0,0.47,8.173029653,0.497,8332,0.0411666,0.874,5.33,131,0.05,1,15.51858234,0,0.0,66.7984137,-0.019574456,0.317241379,0.9352,0,0,0.04,0.4014696
KGZ,0.0,0.0,0.0,0.0,0.037037037,53.303482,24.786812,8.244778,0.0,1894.97,2011.94,1999.24,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,70.0,,,0.0,168.40796,0.12,0.72490686,0.7259476,0.7232816,0.7255107,0.3819914,0.63665235,0.89131325,0.89131325,73265.945,122109.92,170953.88,0.0,0.0,2.9095936,2.43223,1.013386,0.0,38.003807,0.77971,191800.0,41.0,75.0,13349.28,0.6022153,8.779557,8.762489,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,30.0,2959900.0,6591600.0,,1000.21308341453,,29.0087566610874,,6593004560.63523,24.797637652589454,,0.016141704682441,,14.900666041945774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,0.0,0.0,0.0,0.0,0.0,82.377525,9.582356,0.29353142,1.0,147.114,187.759,188.946,12.531328,-88.0,-7.0,,,,,,,,,,,,,,,,,,,1.0,256.76846,0.47,0.6967627,0.69638276,0.6896554,0.69047934,2.8325403,5.6650805,8.497621,8.497621,500000.0,1000000.0,1500000.0,0.0,0.0,26.716208,0.15246375,0.16409591,0.9622746,161.44868,0.26482,176520.0,13.0,105.0,36998.59,0.09839413,8.411833,8.43815,0.0,0.0,1.0,0.0,0.0,0.1,0.1,2.4,97.4,6996576.0,16718971.0,,1212.02549983639,12.5313282265815,25.4516403982427,,20263819183.0251,18.201986475167296,,0.0175751199024623,,15.760931444493052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,,,,,0.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.06497,,0.63945156,,,,,,,,,,,1.0,0.0,,,,,,,810.0,1.4166666,-170.0,22.194,,,,0.0,0.0,0.0,1.0,0.0,45.3,49.0,0.0,5.7,51142.0,119446.0,2394.35832326873,1807.64218886486,,,122452273.368609,215915628.891152,29.055894710115805,-0.0056060657063315,0.0171098918846135,7.780870550468498,10.84236135641054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,0.0,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.96802,,0.61116827,,,,0.44332135,0.88664275,1.329964,1.329964,115.26355,230.52711,345.79065,1.0,0.0,26.866667,0.001,,,88.36667,,260.0,17.333334,-62.75,50.544003,0.004,,,0.0,0.0,0.0,0.0,1.0,52.0,8.2,0.0,39.8,44878.0,53192.0,,15215.1857510107,,,,809326160.467762,,,0.003404990096359,,10.711702975923748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,41.62978,0.0,0.0,0.0,0.0,38.1,21.8,5.7,0.0,52.9981,53.5464,923.128,25.355476,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,118.0,4.770685,0.0,,,,,8.0,,,0.0,125.72543,0.77,0.69162583,0.69162583,0.70130825,0.7013082,0.9126586,11.408232,18.253172,18.253172,90106.78,1126334.8,1802135.6,0.0,0.0,11.322813,0.23619024,0.1737193,0.0,111.01096,0.15151,98730.0,37.0,127.5,17179.02,0.18119754,8.411833,8.411833,0.0,0.0,1.0,0.0,0.0,12.2,3.9,0.0,83.9,32240827.0,51780579.0,1793.4492878674698,28361.1890143807,26.3248229993564,31.642172172673103,57822288223.4084,1468558788293.07,30.232280600916123,0.056770561621992,0.0095206676843173,7.491896021059597,17.288744126638477,1150,0,0.0,0.159999996,0.166666672,0.600000024,3.9487,310.6865,111.1199,0.01859395,1.0,3,0,1.454186559,0.050999999,6.80682936,0.0352,0.05,0.14,0.15,0.061800001,0.05,0.679174,0,65.71,0.0,54.2,0.89,0,0.01,2.0,0.0,0.4195,0.0,0,0.94,11.37342385,0.419499993,25003,0.033275999,0.234,4.44,110,0.4,1,16.93358046,0,0.0,129.35477,-0.006744131,0.020689655,0,0,0,0.6,0
KWT,,0.0,0.0,0.0,0.0,30.900002,14.1,4.6,0.0,34.0444,34.0617,1701.96,12.121212,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,82.0,,,0.0,201.5558,0.005,0.743499,0.7440493,0.74385536,0.7450476,,0.88393885,0.88393885,0.88393885,,15751.79,15751.79,0.0,1.0,25.209343,0.11460345,0.0629676,0.0,10.096966,0.08526,17820.0,29.5,47.75,99.792,0.03277977,9.159047,9.027709,0.0,0.0,1.0,0.0,0.0,0.1,2.1,95.1,2.7,744444.0,4270563.0,,,12.121212121212098,,,,17.797306176669824,,0.0355547426148681,,13.520392910009871,4300,.,1.0,0.0,0.5,0,64.1007,26.41467,26.87177,0.06821097,0.0,2,0,1.968230605,0.011,.,0.0184,0.05,.,.,.,0,0.994014,0,.,0.0,59.8,0.95,.,0.31,2.0,1.0,.,0.001,0.889,1,6.256182732,0.34889999,278,0.0215827,0.952,5,.,0.08,0,.,0,0.0,39.13982238,0.144099995,0.096551724,0,0,0,.,0
LAO,0.0,0.0,0.0,0.0,0.0,25.54205,2.15983,0.9089816,1.0,267.998,284.424,381.161,,-77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,140.0,4.941642,,,8.0,0.0,1.0,163.0,,,1.0,227.2759,0.29,0.691056,0.6917266,0.7003672,0.7009208,0.43327555,0.8665511,1.7331022,1.7331022,100000.0,200000.0,400000.0,0.0,0.0,23.962795,0.58245313,0.3266717,0.4034841,148.75597,0.16016,230800.0,18.0,105.0,8770.399,0.21418326,8.699514,8.743531,0.0,0.0,1.0,0.0,0.0,0.2,0.8,1.0,98.0,2688429.0,7275556.0,,1835.6622655896697,,,,13355463610.3845,24.11252854304181,,0.0201108160306746,,14.804467566105023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,33.333332,1.0,1.0,0.0,,,,,0.0,44.1346,44.1346,666.651,,5.0,5.0,,,,,,,,,,,,,,,,,,,0.0,178.84393,0.71,0.7512912,0.75081277,0.7549076,0.7544076,11.597341,7.73156,7.73156,7.73156,118640.8,79093.86,79093.86,0.0,1.0,15.410416,0.81967956,0.41181383,0.0,51.59115,0.0958,10230.0,33.833332,35.833332,1899.7109,0.5602878,9.2591305,9.242324,0.0,0.0,1.0,0.0,0.0,1.0,36.2,37.4,25.4,2297436.0,6825442.0,,4636.90186150712,,10.0057768937026,,31648904715.4089,25.187988310431077,,0.0220161230624151,,14.64730427645837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,,0.0,0.0,0.0,0.032258064,5.176796,5.4058294,1.2808301,1.0,87.4266,111.199,109.042,,-6.0,-6.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,,483.0,6.180016999999999,0.0,,7.0,1.0,4.0,149.0,,,1.0,245.28264,0.21,0.73308575,0.7335821,0.71319175,0.713992,1.1814605,2.7567413,4.3320217,4.3320217,113798.27,265529.3,417260.34,1.0,0.0,25.113127,0.24642827,0.1558972,1.0,201.11539,0.44402,96320.0,6.5,-9.5,3804.6401,0.08292145,8.0864105,8.079504,1.0,0.0,0.0,0.0,0.0,18.6,1.9,21.2,58.3,1400730.0,5057677.0,,489.508455942967,,19.972063389830502,,2475775658.9282603,19.80264772872821,,0.0260108022004132,,14.152504087260276,5260,0.80305527,0.0,0.0,0.166666672,0,92.7045,14.02777,10.4754,0.03028683,0.0,5,0.03,1.862683773,0.009,6.575075841,0.0144,0.03,0.16,0.21,0.183600001,0,0.843552,0,100.6,0.0,41.5,0.68,1,0.1,0.0,0.0,0.972,0.0,0,0.31,4.19,0.422500014,1039,0.0365736,0.973,5.72,169,0.23,1,13.52108983,0,0.0,17.5561,-0.034967374,0.137931034,0.4435,0.04,1,0.01,0.4342088
LBY,0.0,0.0,0.0,0.0,0.0,19.870789,2.616103,0.43972114,0.15030983,495.727,501.24,1374.56,,-7.0,-7.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,0.0,1.0,,,,0.0,216.84473,0.00792,0.74614674,0.74753225,0.7447282,0.74678695,0.22733214,0.28416517,0.28416517,0.28416517,400000.0,500000.0,500000.0,0.0,1.0,21.964174,0.4065678,0.22564681,0.0,4.3161516,0.74133,1759540.0,25.0,17.0,18123.262,0.05195801,8.612503,8.632199,1.0,0.0,0.0,0.0,0.0,0.1,0.2,98.1,1.6,2133527.0,6871287.0,,5503.73101421671,,,,37817715369.4841,15.343917770876132,,0.0236672257234853,,14.573287036791422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,0.0,,,,0.8888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.72305,,0.60812974,,,,0.44332135,0.88664275,1.329964,1.329964,270.42603,540.85205,811.2781,1.0,0.0,25.884724,0.16154169,,,189.12274,,610.0,13.883333,-60.966667,40.016,0.35527083,,,0.0,0.0,0.0,0.0,1.0,6.3,88.3,0.0,5.4,104016.0,183629.0,,7426.72861119881,,,,1363762748.1458302,,,0.0114323087005625,,11.55230001244425,.,0.58333333,1.0,0.0,0.666666687,0,.,.,.,.,0.0,5,0.17,1.768149614,.,.,.,.,.,.,.,.,0.701724,0.019,.,1.0,57.99999501,.,.,.,2.0,0.0,.,0.0,0.667,.,.,.,.,.,0.918,1.67,.,0,.,.,.,0.0,.,.,0.172413793,.,.,.,.,.
LKA,27.285004,1.0,1.0,1.0,1.0,39.9,35.0,1.2,1.0,38.9524,38.9318,1848.64,18.9476,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.8,69.8,4.245634,,0.99362,7.0,0.0,1.0,81.0,17.6,73.11,0.1753118,275.70676,0.68,0.71284485,0.7133163,,,4.641807,12.378153,15.472691,15.472691,300000.0,800000.0,1000000.0,1.0,0.0,27.17269,0.10254448,0.2924223,1.0,140.75883,0.14596,64630.0,7.0,81.0,8951.255,0.08974134,8.517193,8.551595,0.0,0.0,1.0,0.0,0.0,0.4,6.8,7.2,85.6,12485736.0,21919000.0,711.8395545721719,3845.68313565676,18.9475995316159,25.2353116704419,8887840752.74573,84293528650.4606,23.568650667201343,0.0343126293627673,0.0113189190022711,6.567852541316038,16.340097430699373,6850,0.32574693,1.0,0.689999998,0.666666687,0,6.5355,171.5903,351.3485,0.01905157,0.0,2,0.01,1.488173842,0.01,7.138073034,0.038199998,0.06,0.15,0.24,0.192800002,0.01,0.4167,0.233,124.85,0.0,62.3,0.99,0.038,0.01,2.0,0.0,0.6095,0.0,0,0.95,7.585757102,0.420700014,9889,0.036201801,0.986,2.44,51,0.08,1,16.33725134,0,0.0,57.5437108,-0.030010462,0.2,0.0471,0.04,1,0.4,0.6367116
LSO,,0.0,0.0,0.0,0.032258064,61.754974,2.8600948,0.08040291,0.0,238.319,238.929,765.69,10.183299,-9.0,-9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,0.0,1.0,136.0,,,0.0,225.39386,0.67,0.7407268,0.7407268,0.73762816,0.73762816,0.07923805,0.23771414,0.47542828,0.47542828,2404.8748,7214.624,14429.248,1.0,0.0,13.744289,1.7452408,0.30609632,0.0,63.53467,0.09483,30350.0,29.5,28.25,3299.045,0.27546915,7.3132205,7.3132205,1.0,0.0,0.0,0.0,0.0,29.8,43.5,0.0,26.7,1028930.0,2142252.0,347.169792302346,1087.9585929226,10.183299389002,,357213414.393653,2330681471.60563,20.879587000740816,0.0231078308028813,0.0147748484467671,5.849813975263667,13.844029985291346,9320,0.2097619,1.0,0.0,0.5,0,34.8851,0,31.72982,0.02361016,0.0,5,0,1.757857919,0,5.746203191,0.045899998,0.03,0.11,0.08,0.029100002,0,0.802942,0,71.53,0.0,47.7,0,0,0,2.0,0.0,0.802,0.0,0,0.83,8.898934349,0.405499995,870,0.039080501,0.933,5.22,126,0.05,0,12.5146964,0,0.0,79.19103256,-0.0162,0.075862069,0,0,0,0.37,0
LTU,0.0,0.0,0.0,0.0,0.037037037,40.90206,30.487707,6.2498164,0.0,60.4537,313.043,62.7719,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,27.0,,,0.0,57.93914,0.42,0.734716,0.73473376,0.73219717,0.732539,0.4192872,0.8385744,2.5157232,2.5157232,26280.922,52561.844,157685.53,0.0,0.0,6.10747,0.11320594,0.0434536,0.0,54.986988,0.21678,62680.0,56.0,24.0,29327.973,0.02589672,8.216088,8.2908945,0.0,1.0,0.0,0.0,0.0,,80.0,0.0,,3139689.0,2794700.0,,18390.7606687773,,12.1072280406422,,51396658841.0318,21.181338597272013,,-0.0023252720389914,,14.959634308393207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,54.54545,1.0,1.0,1.0,0.95454544,62.06373,30.905201,6.172918,0.0,22.3941,286.785,22.3941,21.05024,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,56.0,,,0.0,71.53237,0.55,0.7311104,0.73070985,0.7175687,0.7176257,8.469791,11.293055,35.290794,35.290794,21936.76,29249.012,91403.16,0.0,1.0,8.941378,0.2974514,0.06261824,0.0,78.06875,0.28138,2590.0,49.75,6.166667,,0.0875486,8.612503,8.640738,0.0,1.0,0.0,0.0,0.0,1.2,93.0,0.0,5.8,339171.0,632275.0,35457.2367285851,107457.984960026,22.5236528639505,15.6279386936254,12026066438.4709,67942997440.6003,20.93812713804452,0.022423154153365,0.012534304510045,10.476082650155936,12.734259683961936,.,0.21666667,0.0,0.0,1,0,9.5541,.,.,0.00547256,0.0,5,0,0.682086229,0.012,8.977272739,0.024,0.04,0.13,0.1,0.059,0.01,0.970332,0,55.52,0.0,69,.,0,0,0.0,0.0,1.612,0.0,0,1,4.423217848,0.213300005,314,0.108280301,.,1.28,91,0,0,14.72666573,0,0.0,19.56485613,.,0.455172414,0,0,0,0.8,0
LVA,0.0,0.0,0.0,0.0,0.037037037,64.346085,25.943388,8.155448,0.0,127.878,409.483,152.512,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,25.0,,,0.0,54.66107,0.28,0.73273355,0.7332302,0.73113394,0.73374677,0.4192872,0.8385744,2.5157232,2.5157232,26016.771,52033.543,156100.62,0.0,0.0,5.6048,0.08794542,0.04993347,0.0,54.026722,0.20831,62050.0,57.0,25.0,18447.465,0.02574247,8.216088,8.356531,0.0,1.0,0.0,0.0,0.0,14.1,18.2,0.01,67.69,2359164.0,1901548.0,,16201.8328953086,,22.602788899872,,30808562938.4082,26.31445668363114,,-0.0043034938711372,,14.673817876956807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,11.2762575,0.0,0.0,0.0,0.0,3.192585,1.5447992,0.0,0.0,178.334,177.801,638.872,18.48559,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2,78.2,4.35927,,0.367858,1.0,1.0,1.0,97.0,51.0,66.64,0.0,191.13016,0.16,0.73347205,0.73287797,0.7245724,0.72327393,2.2406454,4.481291,3.3609679,3.3609679,1000000.06,2000000.1,1500000.0,0.0,1.0,19.848238,0.55465925,0.5622933,0.0,18.29602,0.56405,446300.0,32.0,-5.0,87653.32,0.15949517,8.160519,8.242624,1.0,0.0,0.0,0.0,0.0,0.0,0.2,99.4,0.4,16004732.0,36910558.0,1019.25200137852,3126.96406913402,18.485590130363104,29.2229617179882,16391215216.3929,117285818085.103,25.75944798484228,0.0226730853466934,0.0168526952279512,6.926824305277047,16.588394986478644,2175,0.34797191,0.0,0.0,0.5,0,38.3881,51.21938,17.41801,0.02555892,0.0,3,0,1.936292648,0.027000001,6.703188113,0.0305,0.02,0.14,0.12,0.063499999,0,0.930222,0,120.1,0.0,46.9,0.38,0,0.03,2.0,0.0,0.396,0.0,0.74000001,0.47,5.809999948,0.448700011,11626,0.025890199,0.903,4.17,123,0.08,0,16.06418736,0,0.0,33.7560994,0.031845376,0.275862069,0,0.44,1,0.44,0
MDA,0.0,0.0,0.0,0.0,0.037037037,31.915083,28.86954,6.4371486,0.0,28.0568,206.55,28.3753,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,83.0,,,0.0,89.02311,0.72,0.7413493,0.74057055,0.7347971,0.7346132,0.4192872,0.8385744,2.5157232,2.5157232,13786.163,27572.326,82716.98,0.0,0.0,9.557819,0.14786333,0.04544875,0.0,43.003777,0.1689,32880.0,47.0,29.0,18208.945,0.04508501,8.853665,8.838757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2445328.0,2617820.0,,3513.60404668124,,24.1984304971892,,9197982945.483091,25.828598714562272,,0.0013641825534544,,14.709689823222869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,0.0,0.0,0.0,0.0,0.032258064,,,,0.87653255,97.8166,97.6596,1631.05,9.912718,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,536.04,536.04,6.284209,,0.570964,3.0,0.0,1.0,142.0,82.5,57.51,1.0,252.26431,0.26,0.7497661,0.7496433,,,,0.34391442,1.2037005,1.2037005,,199999.98,700000.0,0.0,1.0,22.74158,0.43230367,0.4382289,0.4839859,130.64284,0.3775,581540.0,20.0,47.0,29018.844,0.16979755,7.6009026,7.6172676,1.0,0.0,0.0,0.0,0.0,22.0,26.0,1.7,50.3,6576305.0,27691019.0,853.63146871858,458.81492850971495,9.91271736606304,,5613740895.89134,12705052902.8462,18.22259471802964,-0.012340279340778,0.0291700512934405,6.749499565192011,15.698983595421186,8940,0.06274864,0.0,0.0,0.666666687,0,109.5385,8.653484,12.95668,0.0269856,0.0,1,0,1.885705113,0.013,7.082548569,0.0206,0.03,0.2,0.14,0.105399999,0,0.440978,0,207.93,0.0,41,0.57,1,0.08,2.0,0.0,0.372,0.0,0,0.52,9.234406675,0.411,5309,0.028065501,0.928,5.22,120,0.1,0,15.65970734,0,0.0,85.27426664,-0.011247791,0.206896552,0.48897,0,0,0,0.1242512
MDV,,0.0,0.0,0.0,0.0,24.498234,29.350876,0.21686675,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3214,,0.7158006,,,,,,,,,,,1.0,0.0,,,,,,,300.0,3.25,73.0,39.989998,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.1,99.9,0.0,115688.0,540542.0,,5663.304742591629,,,,3061254072.16996,41.52795185822991,,0.0313137846661772,,11.658652191294628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,26.190475,0.0,0.0,0.0,0.071428575,53.446392,6.7500763,2.3512316,0.47181982,207.121,207.17,1224.54,22.725298,-6.0,-6.0,0.0,1.0,570000.0,0.0,0.0,13.0,4.0,71.0,71.0,4.2626800000000005,,0.37255,1.0,0.0,1.0,48.0,31.0,72.18,0.0411304,227.77446,0.44,0.6286276,0.66654986,0.6444447,0.6703318,0.7858793,1.5717586,2.6195977,2.6195977,1527710.1,3055420.2,5092367.0,0.0,1.0,21.171274,0.8128172,0.7843163,0.2018316,61.87707,0.48841,1943950.0,23.0,-102.0,252519.1,0.24386849,8.318742,8.515373,0.0,0.0,0.0,0.0,1.0,1.2,94.7,0.0,4.1,51493565.0,128932753.0,5524.27238582022,9322.33571304186,22.7391891891892,19.213943945304106,284464479176.938,1201954407872.7,21.76390195721474,0.0105201854110617,0.0185262020892729,8.616906822839255,17.75696740637057,3360,0.17407407,0.0,0.0,0.666666687,0,51.8819,17.43064,24.48998,0.02852864,0.0,3,0,1.863770008,0.007,7.950149888,0.0134,0.06,0.07,0.06,0.0436,0.03,0.976218,0,55.77,1.0,57.3,0.37,0.00013,0.03,0.0,0.0,0.1605,0.0,0.88,0.8,22.68623604,0.456200004,38020,0.0330089,0.675,3.67,71,0,0,18.4960175,0,1.0,514.6653057,0,0.510344828,0.36775,0,0,0.2,0.1124655
MKD,,0.0,0.0,0.0,0.037037037,,,,0.0,142.786,142.497,278.238,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,23.0,,,0.0,121.29606,0.44,0.7415155,0.7416291,0.7276968,0.728448,5.8895125,6.871098,8.83427,8.83427,149770.3,174732.02,224655.47,0.0,0.0,9.739403,0.85384256,0.2438214,0.0,64.425156,0.26554,25430.0,41.833332,22.0,5548.8257,0.38208643,8.922658,8.932974,0.0,1.0,0.0,0.0,0.0,1.0,0.5,30.1,68.4,1720805.0,2083380.0,,5370.98122121275,,29.628620365371106,,11189794856.6502,23.440163414090797,,0.0038313081731076,,14.358302762556727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,0.0,0.0,0.0,0.0,0.032258064,3.4827788,0.45440128,0.16855828,0.962525,1036.45,1074.26,1163.95,15.277317,-7.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2940.0,2940.0,7.986165,1.0,0.0,0.0,0.0,1.0,151.0,118.0,53.3,0.9899238,260.144,0.11,0.73571444,0.735564,0.71974504,0.7196037,0.20958605,0.41917208,0.62875813,0.62875813,255734.81,511469.6,767204.4,0.0,1.0,28.583412,0.32844955,0.08109278,0.0371712,28.79528,0.74452,1220190.0,17.0,-4.0,46367.22,0.02670587,8.006368,8.011189,1.0,0.0,0.0,0.0,0.0,0.2,0.7,80.0,19.1,5949042.0,20250834.0,360.789734658164,755.902899011372,15.2773172101041,14.3046186498789,2146353284.65027,15307664127.9981,18.751569191099893,0.0149023001245978,0.0248018897263702,5.888295336171086,15.598740756155207,4500,0.80856916,0.0,0.0,0.166666672,0,278.9006,0,3.925618,0.02451561,0.0,1,0,1.891604781,0.028000001,6.282266747,.,0.01,0.1,0.2,0.120999998,0,0.58,0,98.68,0.0,35.9,0,0.8,0.01,2.0,0.0,0.311,0.0,0.012,0.1,6.751831978,0.434199989,4375,0.0235429,0.894,6.89,127,0.24,0,14.66592855,0,0.0,45.58723506,-0.017520402,0.144827586,1,0,0,0.16,0.4011322
MLT,,1.0,1.0,1.0,0.95454544,54.81102,19.151588,3.2565928,,,,,30.026821,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,16.3,2.7911650000000003,1.0,,,,,102.0,,,,151.79025,,0.735888,0.73571986,,,,31.25,62.5,62.5,,10000.0,20000.0,0.0,1.0,17.768229,0.148625,,,38.688023,,320.0,35.833332,14.433333,80.0,0.2805625,8.935904,8.929144,0.0,1.0,0.0,0.0,0.0,0.5,97.3,0.0,2.2,302650.0,525285.0,3324.6184771311605,26013.5054616294,30.0268419309424,23.4198845624248,1006195782.10374,13664504216.412,23.955369681859494,0.0420034126311881,0.0110883035484437,8.109110202786438,12.620332301319833,.,0.10333333,1.0,0.0,0.833333313,0,1.5198,.,.,-0.00039761,0.0,2,0,0.723676383,0.013,7.225481473,0.0361,0.06,0.24,0.23,0.1779,0.02,0.805546,0,100.85,0.0,69,.,.,0.04,2.0,0.0,1.3865,0.001,0,1,3.480133321,0.368099988,329,0.072948299,0.214,1.56,79,0,0,13.02153922,0,0.0,12.11132793,-0.02131759,0.386206897,.,0,0,0.47,.
MMR,48.137665,0.0,0.0,0.0,0.0,13.861853,7.5378466,0.28728837,0.75402534,261.538,347.742,336.075,14.17154,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,34.6,3.543854,1.0,,8.0,0.0,1.0,,,,0.7168632,227.49008,0.46,0.70510024,0.70530945,0.699912,0.700564,1.5207969,3.0415938,6.0831876,6.0831876,1000000.0,2000000.0,4000000.0,0.0,0.0,22.890743,0.6627526,0.60498875,0.4003596,180.24501,0.25183,657550.0,22.0,98.0,99092.78,0.2549254,8.517193,8.555452,0.0,0.0,1.0,0.0,0.0,3.2,0.9,3.6,92.3,27269063.0,54409794.0,170.717636807125,1478.12473246512,,31.100308453698897,4655309993.3046,80424462199.7321,28.522693319926116,0.0441157666562883,0.0139117063427944,5.140010944950166,17.12126339412877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
